smiles,ea
[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:4](/[C:5]([C@:6]([O:3][H:12])([C:7]([H:17])([H:18])[H:19])[H:16])([H:14])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],97.74
[O:1]([C:2]([C:3]([C:4]#[C:5][H:12])([C:6]#[C:7][H:13])[H:11])([H:9])[H:10])[H:8]>>[O:1]1[C:2]([H:9])([H:10])[C@@:3]([C:6]#[C:7][H:13])([H:11])[C:4]1=[C:5]([H:8])[H:12],100.0
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]1([H:15])[O:7]2)[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C-:4]=[O+:7][C@@:6]1([C:5]([H:12])([H:13])[H:14])[H:15])[H:8],100.0
[C:1](#[C:2][C:3]1([H:8])[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12])[H:7]>>[C:1](#[C:2][C@:3]([C:4][H:9])([C:6]([O:5][H:10])([H:11])[H:12])[H:8])[H:7],100.0
[C:1]([N:2]1[C@:3]2([H:11])[C:4]([H:12])([H:13])[C@@:5]1([H:14])[C:6]([H:15])=[C:7]2[H:16])([H:8])([H:9])[H:10]>>[C:1](=[N+:2]1[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C@:5]1([H:14])[C-:6]=[C:7]2[H:16])([H:8])[H:9].[H:10][H:15],0.01
[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([H:10])[C@@:4]2([H:11])[O:5][C@@:6]12[H:12]>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3][C@@:4]2([H:11])[O:5][C@@:6]12[H:12],100.0
[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8]>>[N:1]#[C:2][C:3]([N+:4]1([H:9])[C-:5]([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],100.0
[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]([C:5]([H:15])([H:16])[H:17])([H:14])[C:6]([H:18])=[C:7]1[H:19])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]([C:5]([H:15])([H:16])[H:17])([H:14])[C:6]#[C:7]1)([H:8])([H:9])[H:10].[H:18][H:19],0.0
[C:1]([C@@:2]1([H:10])[C@:3]([O:4][H:12])([H:11])[C@:5]1([O:6][H:14])[H:13])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[C:3](\[O:4][H:12])[H:11])[C:5]([O:6][H:14])([H:10])[H:13])([H:7])([H:8])[H:9],100.0
[C:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4]1)([H:5])([H:6])[H:7]>>[C:1](=[C:2]([H:6])[H:8])([H:5])[H:7].[C:3](=[O:4])([H:9])[H:10],85.15
[O:1]=[C:2]([C@@:3]1([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10])[H:6]>>[O-:1][C:2](=[C:3]([N:5]([C+:4]([H:8])[H:9])[H:10])[H:7])[H:6],100.0
[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:10])[C@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([H:11])/[C:6]1=[N:7]/[H:9],0.0
[C:1]([C@:2]12[C:3]([H:11])([H:12])[C@@:4]1([H:13])[C:5](=[O:6])[O:7]2)([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([C:3][H:12])[C:4]([H:11])([H:13])[C:5](=[O:6])[O:7]1)([H:8])([H:9])[H:10],100.0
[N:1]#[C:2][C:3]([C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]#[C:2][C:3]([C:4]([N:6]([C:5][H:10])[H:12])([H:9])[H:11])([H:7])[H:8],100.0
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[O:5][C@@:6]12[H:14]>>[C:1]([C@@:6]1([H:14])[C:2][C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[O:5]1)([H:7])([H:8])[H:9],100.0
[C:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]1[C:5]([H:12])([H:13])[H:14])([H:6])([H:7])[H:8]>>[C:1]([N+:4]1([C:5]([H:12])([H:13])[H:14])[C-:2]([H:9])[C:3]1([H:10])[H:11])([H:6])([H:7])[H:8],0.0
[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7]>>[C:5](=[O:6])([H:11])[H:12].[O:1]=[C:2]([C:4](=[C:3]([H:8])[H:9])[H:10])[H:7],100.0
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:12])[N:6]2[C@:3]3([H:10])[C@@:4]1([H:11])[C@@:5]32[H:13],25.38
[C:1]([C:2]([C:3](=[O:4])[H:11])([C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:9])[C@@:2]([C:5](=[O:6])[H:12])([H:10])[C@@:3]1([O:4][H:8])[H:11],18.22
[C:1](/[C:2](=[N:3]\[O:4][H:11])[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:9])[H:10]>>[C:1](=[C:2]([N:3]=[O:4])[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])[H:9].[H:10][H:11],100.0
[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13])([H:8])[H:9])[H:7]>>[C:4]1([H:10])=[C:5]([H:12])[N:6]1[H:13].[O:1]([C:2](=[C:3]([H:8])[H:9])[H:7])[H:11],40.44
[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C@@:5]2([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C-:2]1=[O+:3][C:4]([H:12])([H:13])[C@@:5]2([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17].[C:1]([H:8])([H:9])([H:10])[H:11],36.89
[C:1]([C:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([C:5]1([H:14])[H:15])[C:6]([H:16])=[C:7]2[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:7](=[C:6]([H:13])[H:16])[H:17])[C:3]([H:11])([H:12])[C:4][C:5]1([H:14])[H:15])([H:8])([H:9])[H:10],100.0
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:11])[C:4]([H:9])([H:10])[O:5]1)[H:8]>>[O:1]([C@:2]1([H:8])[C@@:3]2([C:6](=[O:7])[H:11])[C@:4]1([H:9])[O:5]2)[H:10],100.0
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([C:5](=[O:6])[H:14])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4]1=[C:5](/[O:6][H:13])[H:14])([H:7])([H:8])[H:9],100.0
[O:1]=[C:2]([C:3]12[C:4]([H:9])([H:10])[N:5]([C:6]1([H:11])[H:12])[C:7]2([H:13])[H:14])[H:8]>>[O:1]=[C:2]([C:7]([C:3]12[C:4]([H:9])([H:10])[N:5]1[C:6]2([H:11])[H:12])([H:13])[H:14])[H:8],100.0
[O:1]([C@:2]12[C:3]([H:8])([H:9])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[C:6]2([H:13])[H:14])[H:7]>>[O:1]([C:2]1([C:3]([C:4][H:10])([H:8])[H:9])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])[H:7],100.0
[O:1]=[C:2]([C:3]#[C:4][H:8])[C@@:5]1([H:9])[C:6]([H:10])([H:11])[N:7]1[H:12]>>[O:1]=[C:2]=[C:3]=[C:4]([N:7]([C:5](=[C:6]([H:10])[H:11])[H:9])[H:12])[H:8],100.0
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]([C:3]([C:4]([H:13])([H:14])[H:16])([H:11])[H:12])([C:5](=[O:6])[H:15])[H:10])([H:7])([H:8])[H:9],100.0
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])([H:13])[C@@:5]1([H:14])[C:6]([H:15])([H:16])[C@@:7]21[H:17]>>[C:1](=[C:3]([C:2]([H:10])([H:11])[H:15])[C:4]([C:5]1([H:14])[C:6]([H:16])=[C:7]1[H:17])([H:12])[H:13])([H:8])[H:9],19.29
[C:1]([C@@:2]([O:3][H:11])([C:4]([C:5]#[N:6])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:9])[C@:2]([O:3][H:11])([H:10])[C:4]([H:12])([H:13])[C:5][N:6]1[H:8],0.52
[O:1]([C@@:2]1([H:8])[C@@:3]2([H:9])[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3][C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[C:6]1([H:9])[H:14])[H:7],100.0
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]2([C:5]([H:14])([H:15])[O:6]2)[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:5]([H:14])([H:15])[O+:6]=[C-:4][C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],4.0
[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8]>>[C:5](=[C:6]=[O:7])([H:14])[H:15].[O:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([H:9])[H:10])[H:8],100.0
[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9]>>[C:1]([C:2]1([C:3]([H:10])([H:11])[H:13])[C-:4]([H:12])[O+:5]=[C:6]1[H:14])([H:7])([H:8])[H:9],68.98
[C:1]1([H:7])([H:8])[O:2][C:3]([H:9])([H:10])[C@@:4]2([H:11])[N:5]([H:12])[C@@:6]12[H:13]>>[C:1]([O:2][C:3](=[C:4]([H:9])[H:11])[H:10])(/[C:6](=[N:5]\[H:12])[H:13])([H:7])[H:8],99.99
[C:1]([C:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])=[C:5]([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:6](/[C:5](=[C:4](\[C:3][H:11])[H:13])[H:14])([H:15])[H:16])([H:10])[H:12])([H:7])([H:8])[H:9],7.96
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[N:4]1[C:5]([C:6]#[N:7])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[N+:4]([C-:5]([C:6]#[N:7])[H:15])[C:3]1([H:12])[H:13])([H:8])([H:9])[H:10].[H:11][H:14],100.0
[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C@:3]1([H:11])[C:4]([H:12])=[C:5]([O:6][H:13])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],100.0
[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]([O-:3])=[C:4]=[O+:6][C:5]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],100.0
[C:1]([C@@:2]12[O:3][C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[O:3][C@@:4]2([H:11])[C:5]([H:12])([H:13])[C:6][C@@:7]12[H:15])([H:8])[H:10].[H:9][H:14],0.0
[C:1]([C@:2]12[C:3]([H:11])([H:12])[C@@:4]1([H:13])[C@@:5]1([H:14])[N:6]([H:15])[C@@:7]21[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2][C@@:7]1([H:16])[C@:5]([C:4](=[C:3]([H:11])[H:12])[H:13])([H:14])[N:6]1[H:15])([H:8])([H:9])[H:10],100.0
[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[O:6]1)([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C@@:4]([C:5][H:11])([O:6][H:10])[H:9])([H:7])[H:8],100.0
[C:1]([C@@:2]1([C:5](=[O:6])[H:13])[C:3]([H:10])([H:11])[N:4]1[H:12])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C:5](=[O:6])[H:13])[H:9])([H:7])[H:8].[C:3](=[N:4][H:12])([H:10])[H:11],0.03
[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9]>>[C-:1]([O+:2]=[C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])[H:8].[H:9][H:11],99.91
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2][C:3]([C:4]1([H:13])[C:5]([H:14])([H:15])[C:6]1([H:10])[H:16])([H:11])[H:12])([H:7])([H:8])[H:9],94.79
[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][H:12])([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6][C:7]([H:17])([H:18])[H:19])[H:13])[H:11])([H:8])([H:9])[H:10],100.0
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C:3]([O:4][H:8])([H:11])[H:12])[H:10])([H:7])[H:9].[C:5](=[O:6])([H:13])[H:14],4.77
[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]([O:6][H:15])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]([N:3]([C:4][H:12])[H:11])([C:5]([O:6][H:15])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],0.1
[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7]>>[O:1]([C:4]([C:5]([C:6]([C:2](=[C:3]([H:9])[H:10])[H:8])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])[H:7],0.0
[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8]>>[C:1](=[C:2]=[C:3](/[C:5](=[N:4]\[H:10])[H:11])[H:9])([N+:7]#[C-:6])[H:8],0.61
[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:7]1([H:17])[C:2]([H:11])=[O+:3][C-:4]([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:8])([H:9])[H:10],12.24
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([H:10])[N:6]2[C@:4]1([H:11])[C:5]2([H:12])[H:13],100.0
[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4]([O:5][H:13])([H:12])[C:6]1([H:14])[H:15])([H:7])([H:8])[H:9]>>[C:1]([N+:2]1([H:14])[C:3]([H:10])([H:11])[C@@:4]([O:5][H:13])([H:12])[C-:6]1[H:15])([H:7])([H:8])[H:9],100.0
[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1](=[C:2]1[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])[H:9].[C:5](=[O:6])([H:8])[H:14],13.53
[O:1](/[N:2]=[C:3]1/[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[C@:6]1([O:7][H:14])[H:13])[H:8]>>[O:1]([N:2]([C:3]1=[C:6]([O:7][H:14])[C:5]([H:11])([H:12])[C:4]1([H:9])[H:10])[H:13])[H:8],100.0
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O:4][C@:5]([C:6]([H:15])([H:16])[H:17])([H:14])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3](=[O+:4][C-:5]([C:6]([H:15])([H:16])[H:17])[H:14])[H:12])([O:7][H:13])[H:11])([H:8])([H:9])[H:10],1.31
[C:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8]>>[C:1]([C:2](=[C:3]([H:10])[H:11])[H:9])([H:6])([H:7])[H:8].[C:4](=[O:5])([H:12])[H:13],100.0
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])[H:7]>>[O:1]([C:3]([C:4]([O:5][C:6]([C:2][H:8])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])[H:7],0.0
[C:1]([C:2]([C:3](=[O:4])[C:5]#[N:6])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]([O-:4])=[C+:5][N:6]1[H:7],43.45
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]1([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C:6]([H:16])([H:17])[O:7]1)[H:12]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[C:3](=[C:4]1[C:5]([H:14])([H:15])[C:6]([H:16])([H:17])[O:7]1)([H:12])[H:13],0.19
[C:1]([C@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]([C:5]([H:15])([H:16])[H:17])([H:14])[C:6]([H:18])=[C:7]1[H:19])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:12])[C@:4]([C:5]([H:15])([H:16])[H:17])([H:14])[C:6]([H:18])=[C:7]1[H:19])([H:9])([H:10])[H:11].[H:8][H:13],0.0
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])=[C:5]([H:13])[C@@:6]12[H:14]>>[C:1]([C:2]1([H:9])[C:3]([H:11])=[C:4]([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:10],100.0
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]1([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C:6]([H:16])([H:17])[O:7]1)[H:12]>>[C:1](=[C:2]([H:10])[H:11])([C:3]([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C:6]([H:16])([H:17])[O:7]1)([H:9])[H:12])[H:8],60.1
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1>>[C:1]([C:2]([O:3][C:4]([C:5][H:14])([H:11])[H:12])([H:9])[H:10])([O:6][H:13])([H:7])[H:8],12.57
[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4](=[O:5])[C:6]1([H:11])[H:12])[H:7]>>[C:3](=[C:4]=[O:5])([H:9])[H:10].[O:1]([C:2](=[C:6]([H:11])[H:12])[H:8])[H:7],100.0
[C:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])([H:6])([H:7])[H:8]>>[C:1]([C:2][H:9])([H:6])([H:7])[H:8].[C:3]1([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15],0.0
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]12[H:16]>>[C:1]([C@@:6]1([H:16])[C@:3]([C:2][H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])([H:7])([H:8])[H:9],99.78
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])([H:13])[C@@:5]1([H:14])[O:6][C@@:7]21[H:15]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])([H:13])[O:6][C@@:7]2([C:5][H:14])[H:15],0.0
[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[O:4][C@:5]1([H:11])[C:6]([H:12])=[C:7]2[H:13])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])=[C:7]([H:13])[C@@:6]2([H:12])[O:4][C@@:5]12[H:11])[H:8],100.0
[O:1]([C:2]1([C:6](=[O:7])[H:13])[C:3]([H:9])([H:10])[O:4][C:5]1([H:11])[H:12])[H:8]>>[C:6](=[O:7])([H:12])[H:13].[O:1]([C:2]1=[C:5]([H:11])[O:4][C:3]1([H:9])[H:10])[H:8],100.0
[C:1]([N:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]#[N:6])([H:13])[H:14])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:9])[N:2]([C:3]([H:10])([H:11])[H:12])[C:4]([H:13])([H:14])[C:5][N:6]1[H:8],100.0
[O:1]=[C:2]([C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7]>>[O:1](/[C:2](=[C:3](\[C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])[H:8])[H:7])[H:9],100.0
[N:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4]/[C:5]1=[N:6]\[H:12])([H:7])[H:8]>>[N:1](=[C:2](\[C:3]([O:4]/[C:5](=[N:6]\[H:12])[H:7])([H:10])[H:11])[H:9])\[H:8],0.73
[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]1[C:6](=[O:7])[H:12])[H:8]>>[O:1]=[C:2]([C@@:3]1([H:9])[C-:4]([H:11])[N+:5]1([C:6](=[O:7])[H:12])[H:10])[H:8],100.0
[O:1]([C:2]1([H:7])[C:3]([H:8])([H:9])[O:4][C:5]1([H:10])[H:11])[H:6]>>[H:6][H:7].[O:1]=[C:2]1[C:3]([H:8])([H:9])[O:4][C:5]1([H:10])[H:11],87.05
[C:1]([C@@:2]1([H:10])[O:3][C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])([H:7])([H:8])[H:9]>>[C:1]([C@:2]1([H:10])[O:3][C@@:4]([C:5]([H:12])([H:13])[H:14])([H:11])[C:6]1)([H:7])([H:8])[H:9],100.0
[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7]>>[C:4]1([H:9])=[C:6]([H:13])[C:5]1([H:10])[H:11].[N:1]([C:2](=[O:3])[H:8])([H:7])[H:12],100.0
[C:1]1([H:7])([H:8])[N:2]([H:9])[C@:3]1([C@@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]1[H:14])[H:10]>>[C:1]1([H:7])([H:8])[N:2]([H:9])[C@:3]1([C:4]([N:6]([C:5][H:12])[H:14])([H:11])[H:13])[H:10],100.0
[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]([O:5][C:4]12[N:2]([C:3]1([H:10])[H:11])[C:6]2([H:12])[H:13])([H:7])([H:8])[H:9],0.0
[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]1[C:6](=[O:7])[H:12])[H:8]>>[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[O:7][C:6]([H:12])=[N:5]1)[H:8],100.0
[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([O:3][H:12])[H:11])([H:9])[H:10].[C:4]1([H:13])=[C:6]([H:16])[C:5]1([H:14])[H:15].[C:7]([H:8])([H:17])([H:18])[H:19],0.0
[C:1]([C:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([C:5]1([H:14])[H:15])[O:6][C:7]2([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2][C:3]([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C:7]([H:16])([H:17])[O:6]1)([H:11])[H:12])([H:8])([H:9])[H:10],0.0
[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:5]([C:4]([C-:3]=[C:6]=[C+:7][H:17])([H:13])[H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],0.09
[C:1]([C@@:2]1([H:10])[C@:3]([O:4][H:12])([H:11])[C@:5]1([O:6][H:14])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]([C:3][O:4][H:12])([C:5]([O:6][H:14])([H:11])[H:13])[H:10])([H:7])([H:8])[H:9],100.0
[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9]>>[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:10])[H:11].[N:1](=[C:2]=[O:3])[H:9],99.98
[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]([O:7][H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:7][C:6]([C@@:5]1([H:14])[C@:3]([O:2][H:17])([H:11])[C:4]1([H:12])[H:13])([H:15])[H:16])([H:8])([H:9])[H:10],56.08
[C:1]([C:2]([C@@:3]1([H:13])[C:4]([H:14])([H:15])[C@:5]1([C:6]([H:16])([H:17])[H:18])[O:7][H:19])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([H:8])([H:9])([H:10])[H:12].[C:2]([C@@:3]1([H:13])[C:4]([H:14])([H:15])[C@:5]1([C:6]([H:16])([H:17])[H:18])[O:7][H:19])[H:11],3.99
